,video_name,total_distance,average_speed,max_speed,stop_duration,sum_top_time,crosses_count,first_ascent_latency
0,9j_100mg_0,0.34960552147116547,0.34960552147116547,0.40854810389681623,,0.8918790865156828,0.20771513353115728,
1,9j_100mg_1,0.41949180636274386,0.4194918063627439,0.46935627378484,,1.3444518146498625,0.3026706231454006,0.7725321888412017
2,9j_100mg_10,0.48436179052269224,0.4843617905226922,0.4971543758505962,,1.2498815502700655,0.3916913946587537,1.2017167381974247
3,9j_100mg_11,0.7191761569364172,0.7191761569364172,0.7135685421482177,,0.9864493508954799,1.0682492581602374,0.6952789699570816
4,9j_100mg_12,0.5964526821523934,0.5964526821523933,0.7146156826237972,,0.9314886762058182,0.24925816023738873,7.467811158798282
5,9j_100mg_13,1.7429354422474432,1.742935442247443,1.746877620672941,,0.9515777504027291,,0.37768240343347637
6,9j_100mg_14,1.1330995905710401,1.13309959057104,1.297572578857096,,1.5150194257557092,0.11275964391691394,5.450643776824034
7,9j_100mg_2,0.4910775219711475,0.49107752197114746,0.5903241934297665,,1.1894248081114374,0.4807121661721068,2.206008583690987
8,9j_100mg_3,0.6965797090966359,0.6965797090966358,0.6971103013330784,,0.605135980289965,0.4629080118694362,0.47210300429184554
9,9j_100mg_4,1.5731699719465395,1.5731699719465393,1.3869820300034517,,1.337250071069838,,0.13733905579399142
10,9j_100mg_5,0.41873070798435336,0.4187307079843532,0.46574150823323696,,0.717331564484033,0.2789317507418398,2.369098712446352
11,9j_100mg_6,0.3609038022252909,0.3609038022252908,0.4664199165446976,,0.634701032881645,0.16023738872403562,1.8540772532188843
12,9j_100mg_7,1.1330517354857448,1.1330517354857446,1.0969540978689198,,1.064720932436274,1.0445103857566767,0.9871244635193132
13,9j_100mg_8,0.3790170767369978,0.3790170767369977,0.42405100004305996,,1.145835307495499,0.28486646884273,2.206008583690987
14,9j_100mg_9,0.4751678443986965,0.47516784439869647,0.5568795245654812,,1.0660475694115417,0.26706231454005935,
